sid,course,term,grade
103574,INFO 2200,Spring 2024,B
109923,ITEC 2010,Spring 2025,B
103094,INFO 3600,Spring 2024,B
108259,INFO 2200,Spring 2025,C
103940,INFO 2200,Fall 2023,B
102949,INFO 2600,Fall 2024,F
102094,INFO 2200,Spring 2025,W
108269,INFO 3340,Fall 2023,C
107453,DSCI 4160,Fall 2024,C
102239,BUAN 3310,Spring 2025,C
106776,INFO 1100,Spring 2025,B
103522,ITEC 3010,Spring 2025,B
101946,CSEC 3220,Spring 2024,A
100790,INFO 4300,Spring 2025,A
106381,INFO 1100,Fall 2023,B
104650,LTEC 3120,Fall 2024,C
103653,ITEC 3010,Fall 2024,B
103618,CSEC 3220,Spring 2025,D
100253,DSCI 3210,Spring 2024,B
100198,CSEC 2100,Fall 2024,D
105468,INFO 2200,Spring 2025,B
101558,INFO 2200,Fall 2024,C
106789,INFO 1100,Spring 2024,F
104270,CSEC 3220,Fall 2023,F
101200,CSEC 2100,Fall 2024,C
103147,INFO 1100,Fall 2023,A
104133,INFO 1100,Fall 2024,B
104363,LTEC 3120,Spring 2024,W
108271,CSEC 3220,Fall 2023,C
109389,CSEC 4110,Fall 2023,A
101280,INFO 2600,Spring 2024,D
103274,INFO 4300,Spring 2025,B
104609,DSCI 3210,Fall 2024,D
109863,INFO 2200,Spring 2025,C
103039,LTEC 3120,Fall 2023,C
105386,INFO 1100,Fall 2024,D
102437,CSEC 4110,Spring 2025,B
101474,INFO 2200,Fall 2024,A
109410,DSCI 3210,Fall 2023,B
105444,CSEC 2100,Spring 2025,B
105466,CSEC 2100,Fall 2024,B
101630,CSEC 3220,Spring 2025,D
102496,LTEC 3120,Spring 2024,C
100564,INFO 2200,Spring 2024,C
108352,LTEC 3120,Spring 2024,C
108899,INFO 3600,Fall 2023,B
101104,DSCI 3210,Spring 2024,D
108851,DSCI 3210,Spring 2025,A
103232,CSEC 3220,Spring 2025,B
102483,INFO 2200,Spring 2025,D
101229,INFO 2600,Spring 2024,C
107955,INFO 2200,Spring 2024,F
107361,INFO 3340,Spring 2024,B
108094,INFO 2600,Fall 2024,A
105947,INFO 3600,Fall 2023,B
103525,INFO 2600,Fall 2024,A
108655,INFO 4300,Spring 2024,F
101160,INFO 4300,Spring 2025,B
101479,ITEC 2010,Spring 2025,A
108213,CSEC 4110,Fall 2024,A
103967,LTEC 2100,Spring 2025,A
104034,CSEC 3220,Fall 2023,C
100056,BUAN 2010,Spring 2024,C
102776,INFO 1100,Fall 2023,A
102578,DSCI 3210,Fall 2024,F
100107,LTEC 3120,Spring 2024,A
109740,DSCI 3210,Spring 2025,A
108530,ITEC 2010,Spring 2025,D
103139,INFO 1100,Fall 2023,B
104763,CSEC 3220,Fall 2024,B
100907,INFO 2200,Spring 2025,C
100474,INFO 1100,Spring 2024,B
105447,INFO 2200,Spring 2025,B
107835,CSEC 4110,Spring 2025,B
102291,DSCI 3210,Fall 2024,C
102843,INFO 2200,Fall 2024,A
107692,CSEC 2100,Spring 2024,B
109849,INFO 1100,Spring 2025,B
102239,BUAN 2010,Fall 2024,C
100654,DSCI 3210,Spring 2025,B
105906,INFO 2200,Fall 2024,A
106610,CSEC 2100,Fall 2023,C
108856,INFO 2200,Spring 2025,A
107159,INFO 2200,Spring 2024,A
108237,INFO 2200,Fall 2024,A
104299,ITEC 3010,Spring 2025,B
100866,CSEC 2100,Spring 2024,B
101344,INFO 1100,Fall 2023,W
103113,CSEC 3220,Spring 2025,D
107322,INFO 2600,Fall 2024,C
107531,INFO 2600,Fall 2024,A
101346,CSEC 3220,Fall 2023,A
103551,DSCI 3210,Spring 2024,A
105795,INFO 1100,Fall 2024,B
104345,DSCI 4160,Fall 2024,C
103923,ITEC 2010,Fall 2023,A
105268,INFO 1100,Fall 2024,A
100529,INFO 1100,Spring 2024,W
109550,INFO 2600,Spring 2024,A
100235,INFO 1100,Spring 2025,D
107200,CSEC 3220,Fall 2023,B
101511,INFO 1100,Spring 2024,B
103384,INFO 1100,Spring 2025,B
103408,INFO 2200,Spring 2025,A
101763,ITEC 2010,Spring 2024,A
101572,BUAN 2010,Spring 2024,B
106923,INFO 2200,Spring 2025,B
102364,INFO 4300,Fall 2024,B
100780,DSCI 4160,Fall 2024,B
102782,INFO 2200,Fall 2024,D
109765,DSCI 3210,Fall 2023,C
102843,BUAN 3310,Spring 2024,A
100953,INFO 2200,Spring 2025,D
103626,DSCI 3210,Fall 2023,A
103360,INFO 1100,Fall 2024,B
103120,INFO 2600,Fall 2024,F
108993,INFO 2600,Fall 2023,C
101266,BUAN 2010,Spring 2025,B
100381,CSEC 4110,Spring 2024,A
100007,CSEC 2100,Spring 2024,A
107306,INFO 2200,Fall 2023,D
109287,INFO 2600,Fall 2024,A
100028,INFO 1100,Spring 2025,W
102623,LTEC 2100,Fall 2023,B
102199,CSEC 3220,Fall 2023,B
101223,BUAN 3310,Spring 2024,B
100641,INFO 4300,Spring 2025,B
100244,INFO 2600,Fall 2023,B
107394,INFO 1100,Spring 2024,B
101122,INFO 3340,Spring 2024,A
106054,ITEC 2010,Fall 2023,B
100701,ITEC 2010,Fall 2024,F
104993,INFO 2600,Fall 2023,B
101374,INFO 3600,Fall 2023,B
103279,INFO 2600,Spring 2025,A
108933,INFO 1100,Fall 2023,F
106780,INFO 4300,Spring 2025,F
106748,CSEC 2100,Fall 2024,C
107447,INFO 4300,Spring 2024,F
109486,DSCI 3210,Spring 2025,B
109423,BUAN 3310,Fall 2023,A
109586,INFO 1100,Spring 2025,B
109482,INFO 3600,Spring 2025,B
103619,INFO 2200,Fall 2024,F
108470,INFO 2200,Spring 2024,B
104491,INFO 1100,Fall 2023,C
101058,ITEC 2010,Fall 2024,C
109874,ITEC 3010,Spring 2024,D
103694,CSEC 2100,Fall 2023,A
103345,INFO 4300,Fall 2023,D
106856,INFO 1100,Fall 2023,A
100901,ITEC 2010,Fall 2024,A
101681,DSCI 3210,Fall 2023,C
108065,INFO 3600,Fall 2023,B
104193,INFO 1100,Fall 2024,A
103237,INFO 4300,Fall 2023,A
103924,INFO 1100,Fall 2023,A
109967,CSEC 2100,Spring 2025,W
103294,INFO 1100,Spring 2025,C
109786,INFO 4300,Fall 2023,C
101798,INFO 2200,Spring 2024,A
103551,BUAN 2010,Fall 2024,D
104364,ITEC 2010,Fall 2023,A
107974,INFO 2200,Spring 2024,W
105336,CSEC 2100,Fall 2024,F
100373,INFO 2600,Spring 2025,C
103978,ITEC 3010,Spring 2024,W
106717,LTEC 3120,Spring 2024,B
103953,INFO 2600,Spring 2025,C
109175,CSEC 4110,Spring 2024,B
109966,INFO 1100,Spring 2024,B
106610,CSEC 4110,Spring 2025,A
102490,CSEC 3220,Spring 2025,A
107667,CSEC 2100,Spring 2025,B
106695,INFO 1100,Spring 2025,W
106623,ITEC 3010,Fall 2023,A
101744,INFO 2200,Spring 2025,A
107535,INFO 1100,Fall 2024,C
101662,INFO 3340,Spring 2024,B
101007,INFO 2200,Spring 2025,C
101747,INFO 1100,Fall 2023,C
102821,DSCI 3210,Spring 2024,C
101266,INFO 2200,Fall 2023,W
106426,DSCI 3210,Spring 2025,B
101680,CSEC 4110,Fall 2023,C
109550,INFO 4300,Fall 2023,B
102038,INFO 2200,Spring 2024,A
106622,INFO 2600,Spring 2024,B
100022,INFO 2600,Fall 2023,C
108520,INFO 2600,Fall 2024,D
100089,CSEC 4110,Fall 2024,B
100739,INFO 1100,Spring 2024,A
106194,INFO 1100,Fall 2023,D
105629,INFO 2200,Spring 2025,A
103450,CSEC 2100,Fall 2024,A
104096,CSEC 2100,Spring 2025,A
106356,INFO 1100,Fall 2024,A
101317,LTEC 2100,Fall 2023,D
107340,INFO 1100,Fall 2024,A
102105,ITEC 2010,Fall 2024,F
106122,DSCI 3210,Fall 2024,C
106464,INFO 1100,Spring 2024,C
103810,ITEC 2010,Fall 2024,A
100521,CSEC 3220,Fall 2024,B
101696,LTEC 3120,Fall 2023,D
108602,INFO 2600,Spring 2025,B
109744,INFO 1100,Spring 2025,W
106319,INFO 2600,Spring 2024,B
104056,INFO 1100,Fall 2024,B
107907,INFO 1100,Fall 2023,A
104946,CSEC 3220,Fall 2024,W
101873,ITEC 3010,Fall 2023,D
105206,INFO 1100,Fall 2024,B
100398,DSCI 4160,Spring 2025,B
105947,INFO 1100,Spring 2024,B
107651,INFO 2200,Spring 2024,D
107729,INFO 2200,Spring 2024,W
100469,CSEC 4110,Fall 2024,A
105535,INFO 2600,Fall 2024,A
100862,INFO 2600,Spring 2024,F
105735,INFO 2600,Spring 2025,A
107974,BUAN 3310,Spring 2024,A
102956,CSEC 4110,Spring 2024,F
101022,CSEC 4110,Spring 2025,A
106874,CSEC 3220,Spring 2024,A
109106,INFO 1100,Fall 2023,A
104883,INFO 1100,Fall 2024,A
104739,LTEC 2100,Spring 2024,C
103657,INFO 1100,Fall 2024,A
100493,INFO 3600,Spring 2025,B
102099,INFO 1100,Fall 2023,A
107147,INFO 2200,Fall 2024,D
102236,INFO 1100,Fall 2023,F
104811,INFO 2600,Fall 2024,A
102337,INFO 1100,Spring 2025,F
104742,INFO 1100,Spring 2024,B
100168,INFO 2600,Fall 2024,C
109550,INFO 1100,Fall 2024,C
104231,CSEC 2100,Spring 2025,A
109636,ITEC 3010,Fall 2023,C
100474,INFO 2200,Fall 2024,A
101450,INFO 1100,Spring 2024,A
107152,ITEC 3010,Fall 2024,B
109305,INFO 1100,Fall 2023,D
103110,INFO 1100,Spring 2024,F
104222,LTEC 2100,Fall 2023,C
105127,INFO 2200,Spring 2024,B
102297,CSEC 3220,Fall 2024,B
108397,CSEC 2100,Fall 2024,A
101036,DSCI 3210,Fall 2023,F
109878,INFO 1100,Fall 2024,C
103626,DSCI 4160,Fall 2024,B
101826,INFO 1100,Fall 2023,A
108771,INFO 2600,Spring 2025,C
102436,INFO 4300,Fall 2024,C
105793,INFO 3340,Spring 2024,D
107900,CSEC 2100,Spring 2024,C
109640,INFO 2200,Fall 2024,C
108793,DSCI 3210,Fall 2023,D
100050,BUAN 3310,Spring 2025,A
103952,CSEC 2100,Spring 2025,B
102955,INFO 3600,Spring 2025,C
104782,INFO 2200,Spring 2024,A
105309,INFO 2200,Fall 2023,A
107974,DSCI 3210,Fall 2024,C
107793,INFO 1100,Spring 2024,A
105284,INFO 2600,Fall 2023,D
100350,INFO 1100,Spring 2025,C
103064,INFO 1100,Spring 2025,C
101827,CSEC 4110,Spring 2025,A
108848,CSEC 3220,Spring 2025,A
104795,INFO 1100,Spring 2025,B
100614,ITEC 3010,Spring 2025,D
102628,INFO 1100,Fall 2023,B
109354,INFO 2200,Spring 2024,A
108475,DSCI 3210,Spring 2025,B
103917,INFO 1100,Spring 2025,C
103386,LTEC 3120,Fall 2023,A
106653,INFO 2200,Spring 2025,B
106855,CSEC 3220,Spring 2025,A
108151,ITEC 2010,Fall 2023,A
109106,CSEC 2100,Fall 2023,C
102908,INFO 2600,Spring 2025,A
105535,INFO 1100,Fall 2024,C
108704,INFO 2200,Spring 2025,C
100120,CSEC 3220,Spring 2024,C
102547,INFO 2200,Spring 2024,D
108538,LTEC 3120,Fall 2024,C
106997,DSCI 4160,Fall 2023,F
109196,CSEC 2100,Fall 2023,D
103256,CSEC 3220,Spring 2024,B
101881,INFO 2600,Spring 2025,D
109820,INFO 2200,Fall 2024,A
104678,INFO 1100,Fall 2023,A
100719,INFO 2600,Spring 2024,F
105693,CSEC 2100,Fall 2023,B
106381,CSEC 4110,Spring 2025,D
107905,INFO 1100,Spring 2025,A
102961,BUAN 3310,Fall 2023,C
103459,INFO 1100,Fall 2024,B
101080,INFO 2200,Spring 2025,C
105259,INFO 2200,Spring 2025,W
106031,INFO 2200,Fall 2023,B
101332,INFO 1100,Spring 2025,C
102726,LTEC 2100,Fall 2023,A
109608,INFO 3600,Spring 2025,A
108331,CSEC 2100,Fall 2023,A
106162,CSEC 4110,Fall 2024,A
102485,INFO 2200,Fall 2024,B
103247,ITEC 3010,Spring 2024,D
103880,DSCI 3210,Fall 2024,A
103702,INFO 4300,Spring 2025,B
108245,INFO 2600,Fall 2023,F
106129,INFO 2200,Spring 2025,B
107288,INFO 2600,Spring 2025,A
104884,INFO 2600,Spring 2024,B
105231,BUAN 2010,Spring 2025,A
100291,ITEC 3010,Spring 2025,B
103536,INFO 4300,Spring 2025,C
101372,LTEC 2100,Fall 2023,C
101500,INFO 2600,Fall 2024,F
105526,INFO 1100,Fall 2023,C
103251,BUAN 3310,Spring 2024,B
105594,DSCI 3210,Fall 2024,F
107905,INFO 2600,Spring 2025,C
102143,INFO 4300,Spring 2024,A
100679,INFO 2600,Spring 2025,B
101342,INFO 1100,Spring 2024,B
107400,INFO 1100,Fall 2024,B
106620,INFO 1100,Fall 2024,A
106425,INFO 1100,Spring 2025,A
103156,CSEC 3220,Spring 2024,B
107052,INFO 1100,Fall 2024,C
108999,INFO 3600,Fall 2024,B
102156,INFO 1100,Spring 2025,F
102517,BUAN 2010,Spring 2025,B
107638,INFO 1100,Fall 2024,C
104233,DSCI 4160,Fall 2024,A
102782,INFO 3340,Spring 2025,B
102983,INFO 2600,Spring 2025,A
105967,CSEC 2100,Fall 2024,B
109340,INFO 2200,Spring 2024,D
103089,CSEC 3220,Fall 2023,A
105019,INFO 2200,Fall 2023,A
105137,BUAN 3310,Spring 2025,A
106649,INFO 2200,Fall 2023,A
101519,INFO 4300,Spring 2024,D
109680,CSEC 3220,Fall 2023,C
102815,INFO 1100,Spring 2025,C
101170,BUAN 3310,Spring 2024,B
109170,CSEC 2100,Fall 2024,B
105796,INFO 1100,Fall 2023,B
108129,INFO 1100,Spring 2024,D
103466,CSEC 4110,Spring 2024,B
104006,ITEC 3010,Fall 2024,C
100863,CSEC 3220,Fall 2023,B
101022,INFO 1100,Spring 2025,A
108341,CSEC 2100,Spring 2024,A
106649,INFO 1100,Spring 2025,C
109399,CSEC 4110,Fall 2023,B
100151,ITEC 3010,Fall 2024,C
100241,INFO 4300,Spring 2025,B
104303,INFO 1100,Spring 2024,A
106839,INFO 2200,Fall 2024,C
100676,CSEC 4110,Spring 2024,A
105317,DSCI 3210,Fall 2024,A
108928,ITEC 3010,Fall 2024,B
100287,INFO 2200,Fall 2023,A
108628,INFO 1100,Fall 2023,F
101903,INFO 1100,Fall 2023,A
107162,INFO 2200,Fall 2024,A
106976,CSEC 3220,Spring 2025,B
102163,INFO 4300,Spring 2025,C
106537,ITEC 2010,Fall 2024,B
100373,INFO 1100,Spring 2024,C
102517,BUAN 3310,Fall 2024,A
105037,INFO 3600,Spring 2025,A
102671,CSEC 3220,Fall 2023,A
100810,INFO 1100,Fall 2023,F
102477,CSEC 3220,Fall 2024,B
106152,BUAN 2010,Fall 2023,D
103656,INFO 2200,Spring 2024,A
100343,INFO 2600,Spring 2024,A
109701,DSCI 3210,Spring 2025,B
100810,CSEC 2100,Fall 2023,A
109844,CSEC 4110,Fall 2023,C
101091,CSEC 4110,Fall 2023,B
108800,BUAN 3310,Fall 2024,A
101986,INFO 1100,Fall 2024,B
103803,INFO 2600,Fall 2023,A
101787,INFO 2200,Fall 2024,D
109185,LTEC 3120,Spring 2024,C
103818,BUAN 3310,Spring 2025,B
102633,INFO 1100,Spring 2024,D
102530,INFO 2200,Fall 2024,C
104299,CSEC 2100,Fall 2023,A
109178,CSEC 3220,Fall 2024,A
103141,INFO 2600,Spring 2024,F
103635,INFO 2200,Spring 2025,A
106054,ITEC 3010,Spring 2025,B
100133,ITEC 3010,Spring 2025,A
101104,INFO 1100,Spring 2024,A
103940,INFO 3600,Fall 2024,B
107591,INFO 2200,Spring 2025,C
100148,INFO 4300,Spring 2024,A
103104,INFO 1100,Spring 2024,B
104449,CSEC 4110,Spring 2025,A
107875,BUAN 2010,Fall 2023,B
105823,INFO 2200,Spring 2025,D
104677,INFO 2600,Fall 2024,A
103267,INFO 1100,Fall 2024,A
103794,INFO 2600,Fall 2023,B
107820,INFO 1100,Spring 2025,A
106718,INFO 2600,Fall 2024,D
108770,INFO 1100,Fall 2024,B
104512,INFO 2200,Fall 2023,B
107026,BUAN 3310,Spring 2024,C
104811,INFO 4300,Fall 2023,B
102559,INFO 1100,Spring 2025,C
104026,INFO 1100,Fall 2024,D
100630,INFO 1100,Spring 2024,D
103815,CSEC 4110,Spring 2024,C
107208,BUAN 3310,Spring 2025,B
106923,CSEC 2100,Fall 2023,B
109466,CSEC 2100,Spring 2024,A
108530,INFO 2600,Spring 2024,A
107202,INFO 2600,Fall 2023,A
105090,CSEC 3220,Spring 2025,A
101883,DSCI 3210,Fall 2024,B
101415,CSEC 2100,Fall 2023,A
109709,INFO 2600,Spring 2024,W
108420,INFO 1100,Fall 2024,A
107607,LTEC 2100,Fall 2024,B
104296,BUAN 2010,Fall 2023,A
103573,INFO 1100,Spring 2024,B
107010,CSEC 2100,Fall 2024,F
100292,DSCI 4160,Spring 2024,A
104885,INFO 1100,Fall 2023,B
101091,CSEC 2100,Fall 2023,W
107108,CSEC 3220,Spring 2025,A
100561,BUAN 2010,Fall 2023,C
107308,INFO 2600,Fall 2024,F
106882,CSEC 4110,Spring 2025,B
109687,BUAN 2010,Spring 2025,C
108334,INFO 3340,Spring 2024,A
106573,INFO 3340,Spring 2025,C
103952,INFO 1100,Fall 2024,B
104233,INFO 2200,Spring 2025,C
107052,CSEC 3220,Spring 2024,C
108036,ITEC 2010,Spring 2025,B
105332,DSCI 3210,Spring 2024,A
103984,INFO 2200,Spring 2024,A
107115,INFO 2200,Fall 2024,F
104768,INFO 3600,Spring 2024,A
101007,DSCI 3210,Fall 2024,A
101067,LTEC 3120,Fall 2023,C
104946,INFO 2200,Fall 2024,F
105607,INFO 2200,Spring 2025,D
103852,INFO 2200,Fall 2023,D
100113,INFO 1100,Spring 2024,W
105218,INFO 2200,Fall 2023,W
103815,INFO 1100,Fall 2024,W
104801,LTEC 3120,Fall 2024,B
101160,LTEC 3120,Fall 2023,A
105967,INFO 1100,Fall 2024,C
103179,DSCI 3210,Fall 2023,C
109411,INFO 2600,Fall 2023,A
104695,CSEC 2100,Spring 2024,D
104955,INFO 1100,Spring 2024,D
100492,INFO 2200,Fall 2023,D
102179,INFO 1100,Spring 2024,A
107296,INFO 2600,Fall 2024,A
107133,INFO 2600,Fall 2024,A
106379,ITEC 3010,Spring 2024,D
106018,INFO 2600,Fall 2024,B
109380,INFO 2200,Spring 2025,B
106386,INFO 1100,Fall 2023,B
101394,CSEC 2100,Spring 2025,B
103941,CSEC 4110,Spring 2025,A
109740,INFO 3340,Spring 2025,D
105523,LTEC 2100,Fall 2024,A
107510,INFO 3340,Spring 2025,D
108581,CSEC 4110,Fall 2024,W
108917,BUAN 3310,Spring 2024,C
103550,CSEC 2100,Spring 2025,B
107334,CSEC 3220,Fall 2023,B
108803,INFO 1100,Spring 2025,A
103703,INFO 1100,Spring 2025,B
108221,CSEC 2100,Spring 2024,A
106674,DSCI 4160,Fall 2024,A
107455,INFO 2200,Fall 2024,D
103406,INFO 1100,Fall 2023,B
104012,INFO 3340,Spring 2024,W
104231,INFO 1100,Spring 2025,F
108331,CSEC 3220,Spring 2024,F
104860,DSCI 4160,Fall 2023,C
100750,INFO 1100,Spring 2025,A
101479,ITEC 3010,Spring 2024,A
104037,INFO 1100,Spring 2025,A
101986,DSCI 4160,Spring 2024,C
103109,INFO 1100,Fall 2024,F
103980,INFO 1100,Fall 2024,C
107748,INFO 1100,Fall 2024,A
109461,INFO 2600,Spring 2024,B
108135,DSCI 3210,Spring 2025,A
103977,INFO 2200,Spring 2025,W
106649,INFO 4300,Spring 2024,F
107821,INFO 2200,Fall 2024,C
109995,INFO 1100,Spring 2024,W
100262,INFO 3340,Spring 2025,F
100433,INFO 2200,Spring 2024,W
104724,INFO 1100,Fall 2023,B
102578,INFO 2200,Fall 2023,C
107221,INFO 4300,Spring 2024,A
102517,INFO 1100,Spring 2024,F
102297,CSEC 4110,Fall 2023,A
102628,DSCI 3210,Spring 2025,B
107322,INFO 2200,Spring 2024,B
106379,INFO 2600,Spring 2025,D
100591,INFO 2600,Spring 2025,W
102106,CSEC 4110,Spring 2024,F
100492,BUAN 2010,Fall 2024,F
101119,INFO 2200,Fall 2024,B
101596,INFO 2600,Fall 2023,W
107301,INFO 1100,Fall 2023,B
100262,DSCI 4160,Fall 2024,C
103058,INFO 4300,Fall 2023,A
105969,ITEC 2010,Spring 2024,B
105942,INFO 1100,Fall 2024,B
107971,INFO 4300,Spring 2024,B
108247,INFO 2600,Fall 2024,B
100474,CSEC 2100,Spring 2025,A
101539,ITEC 3010,Spring 2024,C
108403,INFO 1100,Fall 2024,A
103042,INFO 2200,Spring 2025,A
102073,BUAN 2010,Fall 2023,A
103606,INFO 2200,Spring 2025,D
100663,INFO 1100,Fall 2024,C
105164,INFO 2600,Spring 2025,C
102343,CSEC 3220,Spring 2025,B
103260,INFO 2600,Spring 2025,C
105527,INFO 1100,Spring 2024,C
102385,INFO 1100,Fall 2023,A
104895,INFO 2600,Spring 2024,A
107900,INFO 1100,Fall 2024,A
106695,BUAN 2010,Fall 2024,F
107490,INFO 1100,Spring 2025,W
108451,INFO 1100,Spring 2025,A
109709,ITEC 2010,Spring 2025,F
104105,ITEC 3010,Fall 2024,B
105748,INFO 2200,Fall 2024,A
107004,INFO 2200,Fall 2023,F
107771,INFO 2200,Spring 2025,C
105355,INFO 1100,Fall 2023,B
106718,INFO 3600,Fall 2024,A
108693,CSEC 2100,Fall 2024,B
101479,CSEC 2100,Spring 2025,A
105527,INFO 3340,Spring 2025,A
107618,INFO 1100,Fall 2023,A
109647,CSEC 3220,Spring 2024,A
109461,LTEC 3120,Fall 2023,A
103754,LTEC 2100,Fall 2024,B
105496,INFO 2200,Spring 2024,A
107993,BUAN 2010,Fall 2024,B
102436,LTEC 3120,Fall 2023,D
102076,INFO 1100,Fall 2023,A
101991,CSEC 3220,Spring 2024,D
100051,CSEC 2100,Fall 2023,C
101952,INFO 1100,Fall 2024,B
103683,CSEC 3220,Fall 2024,A
100548,INFO 1100,Spring 2025,C
106691,INFO 2200,Fall 2023,A
103727,INFO 1100,Spring 2024,B
107048,CSEC 3220,Spring 2024,C
104384,INFO 2200,Fall 2024,A
109594,INFO 3340,Fall 2024,D
104044,BUAN 2010,Fall 2023,B
106924,INFO 2200,Fall 2024,C
104271,INFO 4300,Spring 2025,C
103924,INFO 2200,Fall 2023,F
107878,CSEC 2100,Spring 2025,A
104352,INFO 3340,Spring 2025,D
108039,DSCI 4160,Fall 2023,A
109271,INFO 1100,Fall 2023,B
101333,DSCI 3210,Spring 2025,A
100478,BUAN 2010,Fall 2024,B
105188,INFO 1100,Spring 2024,C
108487,INFO 2200,Fall 2024,B
101222,INFO 3340,Spring 2025,D
101090,INFO 3600,Fall 2024,B
100190,INFO 2200,Spring 2024,A
105444,CSEC 4110,Spring 2024,B
102986,INFO 1100,Fall 2024,B
102791,INFO 1100,Spring 2025,A
104768,INFO 2200,Spring 2024,A
104768,INFO 1100,Spring 2025,B
100166,INFO 2200,Fall 2023,A
109887,INFO 1100,Fall 2023,D
104590,CSEC 4110,Spring 2025,A
106923,CSEC 4110,Spring 2024,W
109914,INFO 4300,Spring 2025,D
104878,INFO 4300,Spring 2024,B
103251,DSCI 3210,Fall 2024,D
102006,INFO 2200,Spring 2025,F
106619,BUAN 2010,Fall 2023,A
104801,INFO 1100,Fall 2024,F
103019,CSEC 2100,Spring 2024,C
100705,INFO 2200,Fall 2024,A
107531,ITEC 3010,Fall 2023,B
104993,INFO 1100,Fall 2023,A
103318,INFO 2600,Fall 2023,B
100956,INFO 2600,Spring 2024,A
109868,INFO 1100,Spring 2025,C
103635,INFO 3600,Fall 2024,C
101111,INFO 4300,Spring 2025,W
106037,INFO 2200,Fall 2023,B
103396,CSEC 4110,Fall 2024,A
100664,ITEC 3010,Fall 2024,A
101592,CSEC 2100,Fall 2023,A
103419,INFO 1100,Fall 2023,D
100685,INFO 1100,Spring 2025,D
107891,INFO 2200,Spring 2024,C
109642,INFO 1100,Fall 2023,A
102259,INFO 2200,Spring 2024,B
100366,CSEC 2100,Fall 2024,D
108856,INFO 1100,Spring 2025,D
101672,DSCI 3210,Spring 2025,B
105179,INFO 1100,Fall 2023,C
104836,INFO 2600,Spring 2024,W
102916,CSEC 4110,Fall 2023,B
103137,INFO 4300,Spring 2025,B
101415,CSEC 4110,Fall 2023,B
105921,CSEC 4110,Fall 2023,W
106098,CSEC 2100,Spring 2025,C
105664,BUAN 3310,Spring 2025,W
100365,ITEC 3010,Fall 2024,C
107651,CSEC 3220,Fall 2024,W
100586,INFO 1100,Fall 2024,F
109355,INFO 2600,Fall 2024,W
100970,INFO 1100,Spring 2024,C
102982,INFO 1100,Spring 2024,B
106911,CSEC 3220,Fall 2023,C
103320,INFO 2600,Spring 2024,A
107276,INFO 1100,Fall 2023,B
100483,DSCI 4160,Spring 2025,A
109931,INFO 2200,Fall 2023,D
107077,DSCI 3210,Spring 2025,B
101266,DSCI 3210,Fall 2024,B
105127,INFO 3340,Spring 2025,A
109400,INFO 1100,Spring 2024,B
105551,ITEC 2010,Spring 2025,F
106240,INFO 2600,Fall 2024,B
103812,DSCI 3210,Fall 2023,W
101826,INFO 2200,Fall 2023,A
108291,INFO 1100,Spring 2025,A
100603,INFO 2600,Spring 2025,F
109161,INFO 2600,Fall 2023,B
105853,INFO 1100,Spring 2024,A
104695,INFO 1100,Spring 2024,A
108106,BUAN 2010,Spring 2024,B
100243,INFO 1100,Spring 2025,B
101728,INFO 2600,Fall 2024,C
101568,INFO 2600,Fall 2024,C
106839,BUAN 3310,Spring 2024,B
107053,ITEC 3010,Spring 2024,B
106998,LTEC 3120,Spring 2025,A
104869,INFO 1100,Fall 2024,A
101020,INFO 1100,Spring 2024,B
106194,ITEC 3010,Spring 2025,A
107618,INFO 2200,Spring 2025,F
109264,INFO 1100,Fall 2023,A
101280,INFO 4300,Fall 2023,A
102556,CSEC 3220,Spring 2025,C
104843,DSCI 3210,Fall 2024,B
107454,CSEC 3220,Fall 2023,F
109015,LTEC 3120,Fall 2023,B
108237,CSEC 4110,Fall 2023,A
103155,CSEC 3220,Spring 2025,C
103923,INFO 2600,Fall 2023,B
106620,ITEC 2010,Spring 2025,F
107905,LTEC 2100,Spring 2024,B
109892,INFO 1100,Spring 2024,A
108848,INFO 2200,Spring 2025,A
100235,LTEC 3120,Fall 2023,A
108977,DSCI 3210,Fall 2024,D
107322,INFO 3600,Fall 2023,A
105273,INFO 2600,Fall 2024,C
104639,CSEC 2100,Spring 2025,C
106087,INFO 2200,Fall 2024,B
101515,DSCI 3210,Fall 2024,C
108659,INFO 1100,Spring 2024,B
109613,INFO 2600,Fall 2024,W
100007,INFO 1100,Fall 2023,B
109564,CSEC 2100,Fall 2023,W
104072,CSEC 4110,Fall 2023,B
106086,CSEC 3220,Spring 2025,B
105568,INFO 1100,Spring 2024,B
108259,INFO 3340,Spring 2025,C
103604,INFO 1100,Fall 2023,A
101384,INFO 3600,Fall 2024,A
102833,INFO 1100,Fall 2023,B
107895,INFO 3600,Spring 2024,C
106500,ITEC 3010,Spring 2025,A
103109,CSEC 2100,Spring 2024,C
100551,INFO 2200,Spring 2024,A
108244,INFO 2600,Fall 2023,C
105923,INFO 2200,Spring 2025,F
105656,ITEC 3010,Spring 2024,A
103267,INFO 2200,Fall 2023,B
108259,INFO 1100,Fall 2023,A
104656,INFO 2600,Fall 2024,C
103698,INFO 2200,Fall 2024,B
103650,INFO 2200,Fall 2024,D
106070,INFO 3340,Fall 2024,C
105150,INFO 1100,Spring 2025,C
101264,INFO 2200,Spring 2024,C
109631,INFO 1100,Fall 2024,D
104877,BUAN 3310,Fall 2024,A
102147,ITEC 3010,Spring 2024,B
108538,INFO 4300,Fall 2023,A
