student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out,housing_clean,minutes_active,study_z,gpa_band
103888,Information  Science,26,Off-Campus,11.3,30,0,83,2.0,8.8,2024-05-04,0,Off-Campus,2773,-0.43365017187525245,"(1.0, 2.0]"
106452,Learning Technologies,25,Off-Campus,4.9,28,0,88,2.08,4.5,2022-11-26,0,Off-Campus,2397,-1.5506251823065087,"(2.0, 3.0]"
101134,Information Science,28,Off-Campus,6.5,15,1,77,2.29,15.3,2022-09-03,0,Off-Campus,3543,1.254800425288274,"(2.0, 3.0]"
103675,Information Technology,24,off campus,26.3,25,1,47,2.84,15.2,2022-10-27,0,Off-Campus,4380,1.2288242622549888,"(2.0, 3.0]"
102331,Information Technology,21,Off-Campus,14.2,15,5,107,3.35,17.6,2023-09-21,0,Off-Campus,5191,1.8522521750538299,"(3.0, 4.0]"
107048,Cybersecurity,26,On-Campus,29.7,0,2,0,1.63,,2022-10-14,0,On-Campus,2533,,"(1.0, 2.0]"
102154,Cyber Security,25,Off-Campus,9.8,5,3,80,1.83,12.1,2024-03-29,0,Off-Campus,3105,0.4235632082231531,"(1.0, 2.0]"
103191,Information Science,26,with family,9.4,5,3,30,3.76,15.7,2024-03-27,0,With Family,5403,1.3587050774214138,"(3.0, 4.0]"
101899,Cybersecurity,22,with family,16.1,15,2,71,2.56,10.7,2022-12-04,0,With Family,3448,0.05989692575716263,"(2.0, 3.0]"
101030,Cybersecurity,1,Off-Campus,6.5,20,2,46,1.58,13.6,2022-10-18,0,Off-Campus,2392,0.8132056537224285,"(1.0, 2.0]"
106711,Information Technology,25,Off-Campus,18.1,25,3,49,1.09,,2024-04-27,0,Off-Campus,866,,"(1.0, 2.0]"
107337,Business Analytics,25,Off-Campus,15.2,15,1,93,1.48,,2023-09-15,1,Off-Campus,1317,,"(1.0, 2.0]"
108352,Learning Technologies,22,Off-Campus,7.7,10,1,44,3.36,12.6,2024-02-21,0,Off-Campus,4232,0.5534440233895782,"(3.0, 4.0]"
106920,Cybersecurity,25,Off-campus,7.9,30,2,43,2.42,10.5,2022-10-01,0,Off-Campus,3639,0.00794459969059276,"(2.0, 3.0]"
104265,Business Analytics,28,Off-Campus,1.5,15,4,93,3.62,18.1,2022-09-25,0,Off-Campus,5202,1.9821329902202551,"(3.0, 4.0]"
100590,Information Science,29,On-Campus,6.8,10,2,29,2.24,8.0,2022-11-06,1,On-Campus,3297,-0.6414594761415329,"(2.0, 3.0]"
106874,Cybersecurity,30,Off-Campus,13.2,25,3,64,2.27,10.4,2022-09-08,0,Off-Campus,2967,-0.018031563342692174,"(2.0, 3.0]"
106856,Cybersecurity,20,Off-campus,3.3,25,1,50,1.92,,2023-09-02,0,Off-Campus,2780,,"(1.0, 2.0]"
102862,Information Technology,29,With Family,16.6,15,4,32,1.84,8.4,2022-11-11,1,With Family,2366,-0.5375548240083927,"(1.0, 2.0]"
103677,Business Analytics,23,off campus,10.9,12,5,66,3.39,12.9,2022-09-23,0,Off-Campus,4849,0.6313725124894335,"(3.0, 4.0]"
109377,Business Analytics,24,Off-Campus,6.8,0,4,22,2.99,14.3,2022-10-30,0,Off-Campus,4297,0.9950387949554239,"(2.0, 3.0]"
107691,Business Analytics,21,Off-Campus,14.5,35,2,33,1.27,,2024-03-07,1,Off-Campus,2129,,"(1.0, 2.0]"
105439,Information Science,29,With Family,6.2,12,5,0,0.0,14.9,2025-01-21,0,With Family,4647,1.150895773155134,"(-0.01, 1.0]"
105254,Cybersecurity,26,Off-Campus,1.6,25,4,73,2.95,14.6,2023-10-11,0,Off-Campus,4844,1.0729672840552786,"(2.0, 3.0]"
102564,Learning Technologies,21,Off-Campus,0.2,20,2,48,2.15,10.1,2022-12-14,1,Off-Campus,3082,-0.09596005244254743,"(2.0, 3.0]"
101591,Cybersecurity,20,Off-Campus,7.5,15,2,49,3.18,15.2,2024-02-03,0,Off-Campus,4824,1.2288242622549888,"(3.0, 4.0]"
100922,Learning Technologies,26,Off-campus,17.8,10,1,71,2.95,12.4,2023-09-29,1,Off-Campus,3861,0.5014916973230084,"(2.0, 3.0]"
105922,Learning Technologies,23,Off-campus,17.8,12,5,80,2.54,7.6,2023-10-11,0,Off-Campus,3208,-0.745364128274673,"(2.0, 3.0]"
106762,Information Science,23,Off-Campus,18.3,5,3,51,2.73,7.9,2024-02-07,0,Off-Campus,3074,-0.6674356391748179,"(2.0, 3.0]"
101125,Business Analytics,22,off campus,17.1,12,0,60,2.33,8.8,2024-05-13,0,Off-Campus,4113,-0.43365017187525245,"(2.0, 3.0]"
104133,Cybersecurity,20,Off-Campus,5.2,35,1,32,1.29,1.0,2022-11-27,0,Off-Campus,1135,-2.4597908884714847,"(1.0, 2.0]"
105319,Information Science,20,With Family,11.6,30,3,16,1.67,6.1,2023-12-03,0,With Family,2297,-1.1350065737739485,"(1.0, 2.0]"
102974,Learning Technologies,25,Off-Campus,5.5,0,3,63,2.65,8.8,2022-11-06,1,Off-Campus,3008,-0.43365017187525245,"(2.0, 3.0]"
107293,Information Technology,26,With Family,2.7,20,2,53,2.93,14.5,2024-04-23,0,With Family,4028,1.0469911210219938,"(2.0, 3.0]"
101701,Business Analytics,24,Off-Campus,8.2,20,3,0,2.51,10.3,2023-10-13,0,Off-Campus,3835,-0.04400772637597711,"(2.0, 3.0]"
101090,Information Science,28,On-Campus,14.8,20,2,55,2.55,,2023-12-09,0,On-Campus,2303,,"(2.0, 3.0]"
100659,Learning Technologies,28,Off-Campus,10.5,0,2,59,2.79,15.7,2022-08-27,1,Off-Campus,4129,1.3587050774214138,"(2.0, 3.0]"
104001,Information Science,24,With Family,21.1,10,2,41,2.26,10.9,2024-02-20,1,With Family,3217,0.11184925182373295,"(2.0, 3.0]"
105967,Information Technology,22,With Family,36.1,15,0,36,1.42,10.1,2024-04-28,0,With Family,2713,-0.09596005244254743,"(1.0, 2.0]"
103248,Cybersecurity,23,off campus,2.7,15,1,34,2.04,12.2,2023-10-21,0,Off-Campus,2714,0.449539371256438,"(2.0, 3.0]"
104318,Information Technology,21,Off-Campus,18.6,25,4,57,1.1,3.3,2022-09-04,0,Off-Campus,1699,-1.8623391387059292,"(1.0, 2.0]"
104511,Business Analytics,26,With Family,23.6,28,1,36,1.61,7.9,2023-09-03,1,With Family,2049,-0.6674356391748179,"(1.0, 2.0]"
107965,Cybersecurity,28,On-Campus,13.2,12,2,62,2.69,11.6,2022-11-06,1,On-Campus,4164,0.29368239305672794,"(2.0, 3.0]"
100561,Business Analytics,25,On-Campus,6.5,40,2,68,2.69,12.1,2023-11-03,0,On-Campus,4263,0.4235632082231531,"(2.0, 3.0]"
101058,Information Technology,34,On-Campus,11.2,28,1,28,2.28,12.1,2023-08-28,0,On-Campus,3510,0.4235632082231531,"(2.0, 3.0]"
104193,Data Science,24,Off-campus,17.1,0,0,67,2.25,9.1,2023-09-22,0,Off-Campus,3156,-0.3557216827753977,"(2.0, 3.0]"
103550,Cybersecurity,24,off campus,13.7,0,3,59,2.4,13.5,2022-10-11,0,Off-Campus,3964,0.7872294906891435,"(2.0, 3.0]"
106246,Cybersecurity,25, On-Campus,13.3,15,2,128,2.67,9.8,2024-02-18,0,On-Campus,3716,-0.17388854154240224,"(2.0, 3.0]"
109306,Cybersecurity,26,With Family,5.5,0,1,71,3.41,18.7,2023-10-29,0,With Family,5649,2.137989968419965,"(3.0, 4.0]"
103674,Cybersecurity,28,on-campus,12.0,10,5,51,3.43,16.8,2024-03-13,0,On-Campus,5391,1.6444428707875496,"(3.0, 4.0]"
107710,Learning Technologies,21,off campus,26.8,15,2,58,1.3,3.8,2022-09-08,0,Off-Campus,1723,-1.732458323539504,"(1.0, 2.0]"
106104,Data Science,27,On-Campus,21.6,0,0,30,1.65,7.2,2024-04-22,0,On-Campus,1917,-0.8492687804078131,"(1.0, 2.0]"
105660,Information Technology,25,With Family,26.0,20,2,0,1.2,6.3,2023-12-04,1,With Family,2256,-1.0830542477073783,"(1.0, 2.0]"
107823,Data Science,26,Off-Campus,1.2,35,2,34,1.61,3.2,2022-12-18,1,Off-Campus,1861,-1.888315301739214,"(1.0, 2.0]"
105485,Information Science,20,Off-Campus,4.7,0,3,42,2.2,,2022-09-30,1,Off-Campus,3113,,"(2.0, 3.0]"
100705,Data Science,29,Off-Campus,15.8,15,2,56,0.0,1.7,2022-10-20,1,Off-Campus,1156,-2.2779577472384895,"(-0.01, 1.0]"
104764,Cybersecurity,25,Off-Campus,20.0,30,1,71,1.96,6.4,2024-04-27,0,Off-Campus,1536,-1.0570780846740933,"(1.0, 2.0]"
101186,Cybersecurity,22,with family,29.2,15,6,83,2.34,10.0,2023-08-30,0,With Family,3427,-0.12193621547583236,"(2.0, 3.0]"
100932,Information Technology,26,With Family,16.6,15,2,65,2.31,,2023-12-01,0,With Family,2856,,"(2.0, 3.0]"
101266,Business Analytics,23,On-Campus,0.8,30,2,80,2.45,12.1,2022-10-20,0,On-Campus,3105,0.4235632082231531,"(2.0, 3.0]"
103753,Cybersecurity,23,With Family,16.0,5,0,48,1.98,8.9,2024-04-30,0,With Family,3320,-0.40767400884196753,"(1.0, 2.0]"
101297,Cybersecurity,27,Off-Campus,15.3,30,2,50,1.39,7.3,2023-12-07,0,Off-Campus,2492,-0.8232926173745281,"(1.0, 2.0]"
107895,Information Science,28,Off-Campus,5.1,15,1,54,2.07,13.6,2023-10-13,1,Off-Campus,3007,0.8132056537224285,"(2.0, 3.0]"
106232,Information Technology,30,With Family,30.8,28,1,65,2.64,10.8,2024-05-14,0,With Family,2624,0.08587308879044803,"(2.0, 3.0]"
103653,Information Technology,26,off campus,8.4,15,3,65,1.83,9.3,2022-09-20,0,Off-Campus,2817,-0.3037693567088274,"(1.0, 2.0]"
104873,Cybersecurity,22,Off-Campus,6.5,5,5,73,2.34,8.2,2022-12-14,1,Off-Campus,3808,-0.589507150074963,"(2.0, 3.0]"
101753,Cybersecurity,24,Off-campus,3.2,18,2,19,3.43,14.2,2022-09-26,0,Off-Campus,4849,0.9690626319221385,"(3.0, 4.0]"
109950,Cybersecurity,27,On-Campus,31.1,15,4,51,2.1,11.3,2023-11-19,0,On-Campus,3845,0.21575390395687313,"(2.0, 3.0]"
101142,Cyber Security,24,Off-campus,1.4,20,1,55,2.5,14.2,2023-10-25,0,Off-Campus,4606,0.9690626319221385,"(2.0, 3.0]"
102585,Cybersecurity,23,off campus,14.0,20,1,39,1.21,3.8,2023-10-12,1,Off-Campus,1263,-1.732458323539504,"(1.0, 2.0]"
103551,Business Analytics,19,with family,20.7,0,5,70,2.89,12.0,2022-08-27,0,With Family,3919,0.39758704518986815,"(2.0, 3.0]"
106229,Information Technology,22,Off-Campus,15.7,5,3,63,1.72,11.2,2024-05-03,1,Off-Campus,2498,0.18977774092358776,"(1.0, 2.0]"
108410,Cybersecurity,23,On-Campus,15.5,10,4,90,3.07,,2022-11-14,0,On-Campus,3824,,"(3.0, 4.0]"
106962,Information Technology,24,On-Campus,5.2,10,1,40,2.14,10.8,2022-09-02,0,On-Campus,3793,0.08587308879044803,"(2.0, 3.0]"
102037,Business Analytics,22,Off-Campus,10.1,12,5,74,3.31,12.3,2024-02-01,0,Off-Campus,4342,0.4755155342897234,"(3.0, 4.0]"
103374,DataScience,25,With Family,8.0,10,1,24,3.12,16.8,2024-03-31,0,With Family,4388,1.6444428707875496,"(3.0, 4.0]"
109685,Information Technology,24,On-Campus,1.1,10,3,70,2.53,,2022-11-04,0,On-Campus,3590,,"(2.0, 3.0]"
101702,Cyber Security,23,Off-Campus,6.9,5,0,6,2.83,17.0,2022-09-25,0,Off-Campus,3962,1.6963951968541193,"(2.0, 3.0]"
106648,Cybersecurity,20, On-Campus,9.5,15,1,50,3.17,18.0,2024-02-25,0,On-Campus,4511,1.9561568271869696,"(3.0, 4.0]"
101041,Cybersecurity,33,On-Campus,12.0,25,4,71,1.76,10.6,2024-02-19,0,On-Campus,3683,0.033920762723877694,"(1.0, 2.0]"
106585,Cybersecurity,25,With Family,2.2,25,1,77,2.28,,2022-09-03,0,With Family,2441,,"(2.0, 3.0]"
100798,Cybersecurity,25,With Family,4.1,10,3,41,1.66,2.5,2024-04-27,0,With Family,1781,-2.0701484429722092,"(1.0, 2.0]"
102223,Cyber Security,28,With Family,13.3,18,3,30,2.44,,2023-08-24,0,With Family,3014,,"(2.0, 3.0]"
103386,Learning Technologies,26,Off-Campus,13.8,0,3,0,2.11,12.2,2022-09-24,0,Off-Campus,4235,0.449539371256438,"(2.0, 3.0]"
109956,Information Science,24,Off-Campus,4.8,10,3,70,3.74,17.4,2024-02-21,1,Off-Campus,4562,1.800299848987259,"(3.0, 4.0]"
100073,Business Analytics,26,Off-campus,22.2,28,0,59,0.0,5.3,2022-09-10,0,Off-Campus,1930,-1.3428158780402286,"(-0.01, 1.0]"
108813,Cybersecurity,26,Off-Campus,16.2,5,2,31,1.76,6.6,2024-04-18,1,Off-Campus,2483,-1.0051257586075233,"(1.0, 2.0]"
101735,Information Technology,23,Off-Campus,7.0,15,1,60,2.85,9.2,2022-11-26,0,Off-Campus,3966,-0.32974551974211275,"(2.0, 3.0]"
103260,Information Science,23,off campus,5.1,40,1,117,2.8,9.3,2024-05-23,0,Off-Campus,3746,-0.3037693567088274,"(2.0, 3.0]"
105911,Data Science,32,On-Campus,3.6,18,6,72,3.04,18.9,2022-10-08,0,On-Campus,5323,2.1899422944865345,"(3.0, 4.0]"
105982,Cybersecurity,22,With Family,2.3,30,4,37,2.12,10.8,2022-11-25,0,With Family,4122,0.08587308879044803,"(2.0, 3.0]"
107206,Cybersecurity,27,On-Campus,4.2,20,1,80,2.94,11.8,2022-10-29,0,On-Campus,3755,0.3456347191232983,"(2.0, 3.0]"
107276,Cyber Security,31,On-Campus,16.7,10,3,43,2.64,10.3,2024-02-14,0,On-Campus,3202,-0.04400772637597711,"(2.0, 3.0]"
107124,Cybersecurity,28, On-Campus,2.3,5,3,0,2.74,10.1,2023-11-08,0,On-Campus,4290,-0.09596005244254743,"(2.0, 3.0]"
107847,Data Science,26, On-Campus,18.9,30,3,76,1.01,1.9,2022-10-20,1,On-Campus,1520,-2.2260054211719194,"(1.0, 2.0]"
108048,Information Technology,32,Off-Campus,8.4,12,0,89,1.95,,2022-10-08,0,Off-Campus,2252,,"(1.0, 2.0]"
104196,Business Analytics,26,Off-Campus,0.5,12,1,91,3.18,10.2,2022-10-08,0,Off-Campus,3683,-0.06998388940926249,"(3.0, 4.0]"
101925,Business Analytics,36,With Family,0.5,18,1,27,2.37,10.9,2022-10-26,0,With Family,3269,0.11184925182373295,"(2.0, 3.0]"
109874,Information Technology,27,With Family,13.9,12,3,47,2.1,11.6,2022-11-26,0,With Family,3480,0.29368239305672794,"(2.0, 3.0]"
105898,Cybersecurity,20,Off-Campus,8.2,20,2,41,2.06,7.7,2023-10-09,1,Off-Campus,2534,-0.7193879652413879,"(2.0, 3.0]"
101175,Cybersecurity,19,Off-Campus,11.2,15,1,5,3.52,17.5,2022-12-06,0,Off-Campus,5387,1.8262760120205446,"(3.0, 4.0]"
103812,Business Analytics,24,Off-Campus,25.1,0,1,17,2.17,10.5,2022-11-08,0,Off-Campus,3303,0.00794459969059276,"(2.0, 3.0]"
108816,Learning Technologies,27,On-Campus,9.1,35,1,54,0.0,3.3,2022-12-07,1,On-Campus,1376,-1.8623391387059292,"(-0.01, 1.0]"
103290,Business Analytics,25,On-Campus,13.1,12,4,16,2.95,12.3,2023-11-12,0,On-Campus,3706,0.4755155342897234,"(2.0, 3.0]"
106789,Information Science,24,With Family,21.4,28,2,78,1.28,6.4,2022-08-27,0,With Family,1900,-1.0570780846740933,"(1.0, 2.0]"
107473,Information Science,25,Off-Campus,15.9,10,0,75,3.0,14.8,2023-10-01,0,Off-Campus,4713,1.124919610121849,"(2.0, 3.0]"
107692,Cybersecurity,22,On-Campus,1.5,0,4,67,2.65,13.2,2022-12-15,0,On-Campus,4256,0.7093010015892882,"(2.0, 3.0]"
109434,Information Science,24,Off-Campus,12.8,15,4,32,3.2,18.7,2022-12-20,0,Off-Campus,5322,2.137989968419965,"(3.0, 4.0]"
104593,Cyber Security,32,off campus,27.0,20,2,0,0.0,10.2,2025-01-18,0,Off-Campus,2886,-0.06998388940926249,"(-0.01, 1.0]"
100663,Business Analytics,26,Off-Campus,43.7,12,2,94,2.18,6.6,2022-12-02,0,Off-Campus,2904,-1.0051257586075233,"(2.0, 3.0]"
103299,Cybersecurity,27,Off-Campus,5.9,35,2,63,1.58,7.7,2024-05-02,1,Off-Campus,3004,-0.7193879652413879,"(1.0, 2.0]"
106620,Information Technology,27,On-Campus,10.2,15,1,68,2.32,8.7,2024-02-23,0,On-Campus,3356,-0.4596263349085379,"(2.0, 3.0]"
109892,Information Technology,23,Off-Campus,0.6,40,2,48,3.25,14.5,2022-11-28,0,Off-Campus,4581,1.0469911210219938,"(3.0, 4.0]"
100198,Cybersecurity,24,Off-Campus,13.3,18,1,48,3.4,11.4,2022-09-23,0,Off-Campus,4742,0.2417300669901581,"(3.0, 4.0]"
105258,Information Science,29,With Family,5.7,35,8,93,2.76,8.4,2022-11-18,0,With Family,3881,-0.5375548240083927,"(2.0, 3.0]"
103694,Cybersecurity,24,Off-Campus,6.2,15,2,65,3.21,15.6,2023-09-23,0,Off-Campus,4921,1.332728914388129,"(3.0, 4.0]"
103064,Information Science,26,Off-Campus,19.8,20,4,63,2.51,12.1,2024-05-15,0,Off-Campus,4307,0.4235632082231531,"(2.0, 3.0]"
106924,Cybersecurity,25,off campus,23.9,5,3,23,3.17,15.4,2024-03-22,1,Off-Campus,4016,1.2807765883215592,"(3.0, 4.0]"
109442,Information Technology,33,Off-Campus,10.1,0,2,54,2.65,11.2,2024-02-05,0,Off-Campus,3977,0.18977774092358776,"(2.0, 3.0]"
101449,Data Science,28,off campus,3.8,35,0,33,0.47,3.5,2022-10-02,0,Off-Campus,1502,-1.810386812639359,"(-0.01, 1.0]"
105679,Information Science,25,On-Campus,5.6,15,5,63,2.56,9.7,2022-11-19,0,On-Campus,3353,-0.1998647045756876,"(2.0, 3.0]"
100050,Business Analytics,22,On-Campus,2.5,28,6,48,2.75,10.7,2024-04-30,1,On-Campus,3274,0.05989692575716263,"(2.0, 3.0]"
100989,Information Technology,29,Off-Campus,20.4,20,1,10,1.52,7.0,2022-10-01,1,Off-Campus,1771,-0.9012211064743831,"(1.0, 2.0]"
109841,Data Science,22,On-Campus,6.4,25,2,59,1.92,,2024-05-01,0,On-Campus,2066,,"(1.0, 2.0]"
105944,DataScience,29,off campus,1.6,28,2,57,2.58,12.4,2022-12-14,0,Off-Campus,4034,0.5014916973230084,"(2.0, 3.0]"
107320,Data Science,22,With Family,4.2,12,1,112,2.64,11.0,2023-09-03,0,With Family,3472,0.13782541485701788,"(2.0, 3.0]"
102080,Business Analytics,23,On-Campus,15.2,10,1,40,1.88,10.2,2022-09-09,1,On-Campus,2882,-0.06998388940926249,"(1.0, 2.0]"
100292,DataScience,23,Off-Campus,16.5,15,2,48,1.92,2.0,2022-10-06,0,Off-Campus,886,-2.2000292581386343,"(1.0, 2.0]"
107462,Information Science,26,Off-campus,24.3,20,1,24,2.21,8.4,2022-08-30,0,Off-Campus,3320,-0.5375548240083927,"(2.0, 3.0]"
101900,Info Technology,24,Off-Campus,4.9,25,2,79,2.49,10.9,2022-09-20,1,Off-Campus,3617,0.11184925182373295,"(2.0, 3.0]"
103998,Cybersecurity,22,Off-Campus,21.4,15,6,77,1.93,9.4,2024-05-12,0,Off-Campus,2868,-0.27779319367554245,"(1.0, 2.0]"
103952,Cybersecurity,19,Off-Campus,3.6,18,3,53,2.49,9.6,2022-10-02,0,Off-Campus,3326,-0.22584086760897257,"(2.0, 3.0]"
107617,Business Analytics,19,Off-Campus,21.3,25,2,33,2.35,8.4,2022-11-25,0,Off-Campus,2927,-0.5375548240083927,"(2.0, 3.0]"
103316,Information Science,24,on-campus,12.1,10,3,85,2.62,9.3,2023-09-06,0,On-Campus,3385,-0.3037693567088274,"(2.0, 3.0]"
107907,Data Science,26,Off-Campus,5.2,25,3,8,2.22,6.6,2023-10-15,1,Off-Campus,2499,-1.0051257586075233,"(2.0, 3.0]"
106835,Information Science,24,With Family,18.0,12,3,68,1.88,6.8,2022-12-11,1,With Family,2399,-0.9531734325409532,"(1.0, 2.0]"
104436,Learning Technologies,27,Off-Campus,8.9,15,2,35,2.61,9.2,2023-10-07,0,Off-Campus,3469,-0.32974551974211275,"(2.0, 3.0]"
102113,Information Science,19,With Family,4.5,18,2,0,1.87,7.5,2024-02-04,0,With Family,2071,-0.771340291307958,"(1.0, 2.0]"
101618,Information Technology,27,On-Campus,4.4,25,1,23,2.64,8.7,2022-09-08,1,On-Campus,3519,-0.4596263349085379,"(2.0, 3.0]"
107862,Business Analytics,26,Off-Campus,27.4,30,3,27,1.67,8.3,2022-12-05,0,Off-Campus,2396,-0.5635309870416776,"(1.0, 2.0]"
105748,Cybersecurity,28,On-Campus,35.9,0,2,93,1.21,2.5,2022-11-10,1,On-Campus,1583,-2.0701484429722092,"(1.0, 2.0]"
104768,Information Science,23,On-Campus,7.1,25,0,32,2.28,7.2,2023-11-10,0,On-Campus,2809,-0.8492687804078131,"(2.0, 3.0]"
106605,Business Analytics,24,On-Campus,10.6,18,1,114,2.45,7.9,2023-11-21,1,On-Campus,3785,-0.6674356391748179,"(2.0, 3.0]"
102291,Business Analytics,24,Off-Campus,3.5,20,3,85,2.43,11.3,2022-12-20,0,Off-Campus,3712,0.21575390395687313,"(2.0, 3.0]"
108036,Information Technology,35,Off-Campus,3.4,0,4,52,3.22,17.2,2024-04-18,0,Off-Campus,5091,1.7483475229206893,"(3.0, 4.0]"
109786,Learning Technologies,25,On-Campus,16.2,30,1,72,2.16,10.9,2024-02-27,1,On-Campus,2532,0.11184925182373295,"(2.0, 3.0]"
100436,Cybersecurity,30,Off-Campus,11.6,10,2,103,2.37,13.6,2023-11-05,0,Off-Campus,3619,0.8132056537224285,"(2.0, 3.0]"
105336,Cybersecurity,25,Off-Campus,19.8,35,0,40,2.03,5.2,2023-09-17,1,Off-Campus,2605,-1.3687920410735135,"(2.0, 3.0]"
108935,Information Science,23,Off-Campus,20.7,10,0,10,1.86,,2023-08-28,1,Off-Campus,1565,,"(1.0, 2.0]"
103151,Information Science,21,Off-Campus,11.0,30,3,52,2.56,14.7,2024-02-22,0,Off-Campus,3908,1.0989434470885637,"(2.0, 3.0]"
108487,Cybersecurity,31,On-Campus,11.6,5,1,62,3.0,18.4,2024-02-23,0,On-Campus,4471,2.0600614793201095,"(2.0, 3.0]"
106558,Information Science,25,Off-Campus,16.3,30,2,55,2.46,15.3,2022-09-24,1,Off-Campus,3465,1.254800425288274,"(2.0, 3.0]"
101642,Information Science,24,Off-Campus,34.2,20,2,90,1.42,10.5,2024-02-19,0,Off-Campus,2651,0.00794459969059276,"(1.0, 2.0]"
109902,Learning Technologies,21,With Family,19.1,25,3,107,0.0,3.5,2024-03-31,0,With Family,1405,-1.810386812639359,"(-0.01, 1.0]"
104373,Information Science,23,with family,15.3,5,0,26,1.22,1.9,2022-11-14,1,With Family,1220,-2.2260054211719194,"(1.0, 2.0]"
102410,Learning Technologies,30,Off-Campus,13.3,28,0,35,2.08,,2024-05-28,1,Off-Campus,1223,,"(2.0, 3.0]"
108094,Learning Technologies,26,On-Campus,13.1,40,2,55,3.23,10.9,2022-08-26,0,On-Campus,4274,0.11184925182373295,"(3.0, 4.0]"
106238,Information Technology,22,With Family,22.8,0,5,96,1.62,11.2,2024-03-27,0,With Family,2172,0.18977774092358776,"(1.0, 2.0]"
105466,Cybersecurity,22,On-Campus,15.0,-8,0,40,1.46,,2023-11-03,0,On-Campus,1172,,"(1.0, 2.0]"
107267,Information Technology,30,With Family,41.7,12,2,80,1.7,8.5,2024-04-10,1,With Family,2913,-0.5115786609751077,"(1.0, 2.0]"
105562,Information Science,34,with family,7.0,20,3,90,2.8,11.4,2024-03-17,0,With Family,3607,0.2417300669901581,"(2.0, 3.0]"
101456,Information  Science,24,Off-Campus,13.8,12,3,75,2.65,12.6,2024-02-13,0,Off-Campus,3464,0.5534440233895782,"(2.0, 3.0]"
101667,Cybersecurity,23,On-Campus,3.6,0,2,14,1.51,,2024-05-05,0,On-Campus,2092,,"(1.0, 2.0]"
105186,DataScience,22,off campus,8.2,20,1,41,3.16,12.8,2023-11-22,1,Off-Campus,3297,0.6053963494561485,"(3.0, 4.0]"
102841,Information Technology,23,On-Campus,39.6,15,3,65,2.62,15.2,2023-11-12,0,On-Campus,3924,1.2288242622549888,"(2.0, 3.0]"
103662,Business Analytics,23,Off-campus,9.0,20,1,95,2.11,,2022-10-01,0,Off-Campus,2032,,"(2.0, 3.0]"
101013,Information Science,24,With Family,5.8,15,4,22,3.09,17.1,2024-02-11,0,With Family,4524,1.7223713598874049,"(3.0, 4.0]"
108065,Information Science,33,Off-Campus,11.9,25,3,65,2.56,10.0,2022-12-01,0,Off-Campus,3835,-0.12193621547583236,"(2.0, 3.0]"
101610,Cyber Security,21,with family,9.8,15,4,87,1.93,6.1,2024-02-12,0,With Family,3198,-1.1350065737739485,"(1.0, 2.0]"
107089,Information Science,28,Off-Campus,24.6,5,2,66,1.95,9.6,2022-10-19,0,Off-Campus,3344,-0.22584086760897257,"(1.0, 2.0]"
103345,Learning Technologies,24,off campus,12.0,12,1,72,2.91,12.2,2022-08-23,0,Off-Campus,3784,0.449539371256438,"(2.0, 3.0]"
103267,Information Science,23, On-Campus,28.8,25,2,66,2.75,11.9,2024-02-15,0,On-Campus,4407,0.3716108821565832,"(2.0, 3.0]"
100754,Information Science,23,On-Campus,15.6,30,3,61,1.76,10.6,2022-11-22,1,On-Campus,2365,0.033920762723877694,"(1.0, 2.0]"
100020,Information Technology,24,off campus,16.7,15,1,31,0.6,4.4,2023-09-19,1,Off-Campus,1122,-1.5766013453397936,"(-0.01, 1.0]"
100148,Learning Technologies,25,On-Campus,18.9,20,1,36,0.0,,2022-10-08,0,On-Campus,1091,,"(-0.01, 1.0]"
109106,Cybersecurity,25,Off-Campus,18.9,30,0,38,1.36,2.1,2022-11-24,1,Off-Campus,1044,-2.1740530951053496,"(1.0, 2.0]"
101596,Learning Technologies,25,With Family,25.3,15,4,62,2.5,12.7,2024-05-18,0,With Family,3630,0.5794201864228631,"(2.0, 3.0]"
103093,Information Technology,32,Off-Campus,39.3,10,1,83,3.04,11.4,2022-11-12,0,Off-Campus,4077,0.2417300669901581,"(3.0, 4.0]"
105527,Data Science,21,Off-Campus,13.9,20,3,40,1.89,8.4,2022-12-17,0,Off-Campus,2855,-0.5375548240083927,"(1.0, 2.0]"
101070,Learning Technologies,29,Off-campus,4.6,10,4,19,2.75,12.4,2022-12-07,0,Off-Campus,4222,0.5014916973230084,"(2.0, 3.0]"
101592,Cybersecurity,22,Off-campus,22.4,35,1,90,2.58,8.1,2022-12-11,0,Off-Campus,3255,-0.6154833131082479,"(2.0, 3.0]"
104878,Information Science,30,On-Campus,1.8,0,1,87,2.12,8.2,2023-11-30,0,On-Campus,3086,-0.589507150074963,"(2.0, 3.0]"
108325,Cybersecurity,23,Off-Campus,8.0,20,1,74,2.16,11.7,2022-11-08,0,Off-Campus,4009,0.31965855609001287,"(2.0, 3.0]"
103842,Information Science,25,On-Campus,3.1,40,3,65,2.13,9.8,2022-10-10,0,On-Campus,2807,-0.17388854154240224,"(2.0, 3.0]"
109053,Cybersecurity,24,Off-Campus,4.1,20,2,7,2.21,8.5,2024-05-25,0,Off-Campus,2668,-0.5115786609751077,"(2.0, 3.0]"
