student_id,week,lms_clicks,minutes_active
NU-100509,5,672,337
NU-100509,6,273,284
NU-100509,7,677,324
NU-100509,8,555,272
NU-100509,9,311,147
NU-100509,10,394,319
NU-100509,11,652,349
NU-100509,12,505,266
NU-100509,13,567,330
NU-100509,14,566,336
NU-100509,15,465,331
NU-100509,16,503,334
NU-108783,1,253,233
NU-108783,2,240,140
NU-108783,3,298,187
NU-108783,4,556,251
NU-108783,5,326,248
NU-108783,6,258,171
NU-108783,7,349,190
NU-108783,8,472,222
NU-108783,9,199,113
NU-108783,10,331,245
NU-108783,11,445,276
NU-108783,12,474,243
NU-108783,13,205,129
NU-108783,14,254,138
NU-108783,15,394,228
NU-108783,16,354,225
NU-108211,1,399,321
NU-108211,2,845,442
NU-108211,3,420,313
NU-108211,4,716,398
NU-108211,5,374,292
NU-108211,6,581,343
NU-108211,7,518,357
NU-108211,8,512,377
NU-108211,9,242,157
NU-108211,10,623,304
NU-108211,11,702,330
NU-108211,12,560,335
NU-108211,13,596,366
NU-108211,14,471,316
NU-108211,15,580,290
NU-108211,16,564,323
NU-109161,1,292,252
NU-109161,2,309,182
NU-109161,3,152,152
NU-109161,4,259,143
NU-109161,5,188,132
NU-109161,6,243,119
NU-109161,7,265,137
NU-109161,8,252,152
NU-109161,9,113,70
NU-109161,10,265,192
NU-109161,11,271,166
NU-109161,12,164,159
NU-109161,13,301,226
NU-109161,14,57,35
NU-109161,15,188,189
NU-109161,16,275,184
NU-103298,1,245,134
NU-103298,2,200,138
NU-103298,3,242,166
NU-103298,4,290,193
NU-103298,5,277,180
NU-103298,6,318,195
NU-103298,7,259,126
NU-103298,8,288,189
NU-103298,9,78,42
NU-103298,10,266,185
NU-103298,11,229,154
NU-103298,12,146,72
NU-103298,13,264,119
NU-103298,14,160,89
NU-103298,15,226,185
NU-103298,16,272,180
NU-104228,1,345,225
NU-104228,2,360,188
NU-104228,3,213,168
NU-104228,4,355,189
NU-104228,5,260,147
NU-104228,6,373,183
NU-104228,7,311,206
NU-104228,8,260,189
NU-104228,9,90,51
NU-104228,10,315,187
NU-104228,11,321,190
NU-104228,12,175,110
NU-104228,13,208,158
NU-104228,14,277,181
NU-104228,15,208,205
NU-104228,16,194,208
NU-103389,1,302,195
NU-103389,2,196,179
NU-103389,3,315,195
NU-103389,4,333,220
NU-103389,5,330,204
NU-103389,6,512,225
NU-103389,7,744,289
NU-103389,8,334,209
NU-103389,9,106,66
NU-103389,10,346,229
NU-103389,11,372,291
NU-103389,12,240,167
NU-103389,13,332,226
NU-103389,14,367,242
NU-103389,15,294,233
NU-103389,16,323,223
NU-105222,1,382,194
NU-105222,2,551,285
NU-105222,3,234,150
NU-105222,4,306,237
NU-105222,5,219,131
NU-105222,6,189,143
NU-105222,7,235,195
NU-105222,8,295,196
NU-105222,9,158,86
NU-105222,10,341,214
NU-105222,11,438,234
NU-105222,12,311,179
NU-105222,13,438,263
NU-105222,14,406,212
NU-105222,15,324,199
NU-105222,16,220,119
NU-100989,1,107,79
NU-100989,2,105,92
NU-100989,3,174,106
NU-100989,4,164,98
NU-100989,5,221,138
NU-100989,6,239,172
NU-100989,7,177,124
NU-100989,8,59,42
NU-100989,9,52,41
NU-100989,10,233,201
NU-100989,11,193,144
NU-100989,12,130,68
NU-100989,13,149,92
NU-100989,14,299,195
NU-100989,15,85,59
NU-100989,16,170,120
NU-106854,1,283,202
NU-106854,2,493,279
NU-106854,3,354,281
NU-106854,4,361,224
NU-106854,5,419,292
NU-106854,6,310,186
NU-106854,7,425,242
NU-106854,8,583,295
NU-106854,9,255,129
NU-106854,10,487,256
NU-106854,11,435,301
NU-106854,12,277,229
NU-106854,13,533,284
NU-106854,14,337,211
NU-106854,15,429,210
NU-106854,16,348,225
NU-102247,1,282,286
NU-102247,2,243,215
NU-102247,3,434,265
NU-102247,4,432,279
NU-102247,5,655,318
NU-102247,6,283,207
NU-102247,7,351,231
NU-102247,8,396,275
NU-102247,9,189,100
NU-102247,10,595,297
NU-102247,11,498,330
NU-102247,12,376,187
NU-102247,13,347,233
NU-102247,14,323,244
NU-102247,15,455,296
NU-102247,16,615,301
NU-102623,1,137,80
NU-102623,2,137,84
NU-102623,3,73,49
NU-102623,4,69,56
NU-102623,5,166,108
NU-102623,6,77,67
NU-102623,7,121,74
NU-102623,8,72,37
NU-102623,9,50,37
NU-102623,10,143,105
NU-102623,11,239,140
NU-102623,12,205,109
NU-102623,13,85,70
NU-102623,14,147,74
NU-102623,15,62,42
NU-102623,16,195,120
NU-101781,1,411,271
NU-101781,2,454,301
NU-101781,3,259,189
NU-101781,4,574,332
NU-101781,5,490,294
NU-101781,6,543,310
NU-101781,7,413,267
NU-101781,8,426,253
NU-101781,9,179,134
NU-101781,10,386,304
NU-101781,11,412,276
NU-101781,12,613,345
NU-101781,13,473,237
NU-101781,14,281,216
NU-101781,15,425,259
NU-101781,16,487,289
NU-108701,1,486,243
NU-108701,2,372,264
NU-108701,3,421,254
NU-108701,4,439,260
NU-108701,5,493,269
NU-108701,6,370,312
NU-108701,7,324,168
NU-108701,8,318,240
NU-108701,9,150,123
NU-108701,10,387,270
NU-108701,11,299,275
NU-108701,12,442,273
NU-108701,13,306,224
NU-108701,14,548,278
NU-108701,15,332,227
NU-108701,16,383,300
NU-108515,1,55,28
NU-108515,2,98,52
NU-108515,3,129,107
NU-108515,4,183,88
NU-108515,5,225,105
NU-108515,6,183,119
NU-108515,7,127,115
NU-108515,8,238,122
NU-108515,9,22,14
NU-108515,10,183,105
NU-108515,11,142,96
NU-108515,12,106,92
NU-108515,13,85,81
NU-108515,14,0,0
NU-108515,15,136,109
NU-108515,16,107,67
NU-103422,1,458,239
NU-103422,2,461,255
NU-103422,3,720,348
NU-103422,4,551,283
NU-103422,5,377,267
NU-103422,6,422,283
NU-103422,7,255,187
NU-103422,8,589,326
NU-103422,9,243,135
NU-103422,10,461,292
NU-103422,11,364,270
NU-103422,12,342,266
NU-103422,13,260,234
NU-103422,14,295,261
NU-103422,15,455,270
NU-103422,16,495,267
NU-106278,1,204,127
NU-106278,2,194,102
NU-106278,3,216,150
NU-106278,4,244,149
NU-106278,5,183,111
NU-106278,6,224,157
NU-106278,7,233,149
NU-106278,8,177,118
NU-106278,9,94,54
NU-106278,10,367,176
NU-106278,11,168,121
NU-106278,12,268,209
NU-106278,13,255,146
NU-106278,14,246,181
NU-106278,15,331,233
NU-106278,16,152,170
NU-100202,1,520,273
NU-100202,2,519,272
NU-100202,3,358,294
NU-100202,4,342,294
NU-100202,5,644,342
NU-100202,6,465,410
NU-100202,7,600,313
NU-100202,8,592,281
NU-100202,9,171,133
NU-100202,10,346,249
NU-100202,11,377,296
NU-100202,12,398,267
NU-100202,13,497,279
NU-100202,14,482,303
NU-100202,15,316,301
NU-100202,16,647,322
NU-103151,1,392,221
NU-103151,2,352,281
NU-103151,3,440,310
NU-103151,4,500,244
NU-103151,5,201,189
NU-103151,6,310,223
NU-103151,7,505,288
NU-103151,8,449,258
NU-103151,9,228,123
NU-103151,10,466,285
NU-103151,11,320,241
NU-103151,12,241,178
NU-103151,13,437,260
NU-103151,14,313,288
NU-103151,15,505,280
NU-103151,16,478,239
NU-102731,1,275,148
NU-102731,2,207,136
NU-102731,3,240,146
NU-102731,4,239,170
NU-102731,5,282,176
NU-102731,6,364,204
NU-102731,7,322,149
NU-102731,8,250,155
NU-102731,9,118,75
NU-102731,10,485,251
NU-102731,11,308,193
NU-102731,12,229,181
NU-102731,13,240,169
NU-102731,14,340,212
NU-102731,15,263,169
NU-102731,16,302,204
NU-108015,1,189,158
NU-108015,2,358,201
NU-108015,3,47,28
NU-108015,4,78,47
NU-108015,5,178,114
NU-108015,6,156,124
NU-108015,7,163,128
NU-108015,8,98,46
NU-108015,9,32,20
NU-108015,10,136,103
NU-108015,11,121,72
NU-108015,12,64,42
NU-108015,13,244,167
NU-108015,14,71,51
NU-108015,15,256,138
NU-108015,16,148,106
NU-100381,1,322,239
NU-100381,2,228,214
NU-100381,3,462,300
NU-100381,4,431,238
NU-100381,5,409,244
NU-100381,6,472,245
NU-100381,7,380,241
NU-100381,8,436,215
NU-100381,9,224,130
NU-100381,10,479,314
NU-100381,11,388,269
NU-100381,12,493,322
NU-100381,13,387,251
NU-100381,14,647,327
NU-100381,15,305,198
NU-100381,16,468,277
NU-108420,1,253,134
NU-108420,2,159,127
NU-108420,3,122,73
NU-108420,4,0,0
NU-108420,5,58,36
NU-108420,6,83,54
NU-108420,7,181,116
NU-108420,8,121,63
NU-108420,9,79,42
NU-108420,10,122,68
NU-108420,11,110,60
NU-108420,12,125,65
NU-108420,13,27,15
NU-108420,14,137,63
NU-108420,15,160,87
NU-108420,16,84,58
NU-103324,1,539,333
NU-103324,2,530,313
NU-103324,3,565,368
NU-103324,4,396,250
NU-103324,5,421,317
NU-103324,6,450,270
NU-103324,7,296,260
NU-103324,8,599,329
NU-103324,9,202,142
NU-103324,10,525,336
NU-103324,11,528,308
NU-103324,12,608,324
NU-103324,13,603,319
NU-103324,14,458,318
NU-103324,15,410,236
NU-103324,16,714,319
NU-103481,1,275,165
NU-103481,2,347,232
NU-103481,3,443,218
NU-103481,4,226,174
NU-103481,5,285,219
NU-103481,6,453,234
NU-103481,7,382,171
NU-103481,8,358,203
NU-103481,9,172,112
NU-103481,10,366,222
NU-103481,11,326,232
NU-103481,12,376,242
NU-103481,13,230,135
NU-103481,14,399,206
NU-103481,15,309,189
NU-103481,16,327,243
NU-100107,1,224,180
NU-100107,2,123,70
NU-100107,3,171,136
NU-100107,4,281,144
NU-100107,5,246,170
NU-100107,6,199,104
NU-100107,7,187,145
NU-100107,8,277,181
NU-100107,9,88,64
NU-100107,10,242,146
NU-100107,11,230,114
NU-100107,12,320,158
NU-100107,13,71,52
NU-100107,14,190,150
NU-100107,15,85,47
NU-100107,16,180,122
NU-109879,1,358,247
NU-109879,2,543,290
NU-109879,3,296,237
NU-109879,4,434,275
NU-109879,5,245,162
NU-109879,6,513,234
NU-109879,7,504,296
NU-109879,8,497,260
NU-109879,9,141,90
NU-109879,10,257,148
NU-109879,11,587,315
NU-109879,12,340,194
NU-109879,13,294,224
NU-109879,14,428,212
NU-109879,15,227,237
NU-109879,16,347,244
NU-105272,1,213,121
NU-105272,2,204,164
NU-105272,3,233,154
NU-105272,4,380,214
NU-105272,5,334,216
NU-105272,6,235,154
NU-105272,7,178,120
NU-105272,8,414,212
NU-105272,9,120,87
NU-105272,10,477,252
NU-105272,11,319,204
NU-105272,12,461,250
NU-105272,13,267,149
NU-105272,14,322,198
NU-105272,15,327,142
NU-105272,16,239,158
NU-101988,1,210,152
NU-101988,2,139,117
NU-101988,3,182,128
NU-101988,4,189,96
NU-101988,5,259,187
NU-101988,6,316,169
NU-101988,7,50,40
NU-101988,8,229,113
NU-101988,9,113,63
NU-101988,10,299,147
NU-101988,11,141,86
NU-101988,12,276,201
NU-101988,13,185,123
NU-101988,14,127,76
NU-101988,15,360,187
NU-101988,16,167,95
NU-109680,1,538,365
NU-109680,2,394,329
NU-109680,3,220,236
NU-109680,4,439,306
NU-109680,5,504,332
NU-109680,6,625,316
NU-109680,7,489,252
NU-109680,8,366,251
NU-109680,9,215,110
NU-109680,10,541,327
NU-109680,11,667,306
NU-109680,12,634,282
NU-109680,13,299,259
NU-109680,14,545,327
NU-109680,15,562,283
NU-109680,16,536,321
NU-109501,1,594,322
NU-109501,2,522,257
NU-109501,3,473,271
NU-109501,4,605,351
NU-109501,5,399,247
NU-109501,6,377,270
NU-109501,7,504,350
NU-109501,8,466,267
NU-109501,9,203,131
NU-109501,10,591,269
NU-109501,11,443,317
NU-109501,12,664,352
NU-109501,13,450,277
NU-109501,14,481,258
NU-109501,15,339,207
NU-109501,16,544,305
NU-103962,1,379,321
NU-103962,2,604,317
NU-103962,3,606,379
NU-103962,4,546,287
NU-103962,5,578,322
NU-103962,6,558,338
NU-103962,7,447,283
NU-103962,8,559,344
NU-103962,9,201,138
NU-103962,10,500,295
NU-103962,11,718,422
NU-103962,12,726,347
NU-103962,13,470,306
NU-103962,14,594,294
NU-103962,15,592,332
NU-103962,16,859,417
NU-105037,1,381,264
NU-105037,2,316,136
NU-105037,3,598,264
NU-105037,4,479,235
NU-105037,5,382,253
NU-105037,6,519,216
NU-105037,7,280,193
NU-105037,8,461,192
NU-105037,9,158,112
NU-105037,10,252,168
NU-105037,11,381,250
NU-105037,12,374,228
NU-105037,13,376,220
NU-105037,14,435,247
NU-105037,15,457,235
NU-105037,16,484,234
NU-107026,1,342,177
NU-107026,2,301,161
NU-107026,3,315,220
NU-107026,4,305,253
NU-107026,5,313,195
NU-107026,6,192,166
NU-107026,7,325,207
NU-107026,8,305,190
NU-107026,9,156,93
NU-107026,10,365,190
NU-107026,11,257,171
NU-107026,12,324,171
NU-107026,13,350,247
NU-107026,14,301,186
NU-107026,15,228,172
NU-107026,16,171,128
NU-103022,1,454,268
NU-103022,2,401,213
NU-103022,3,284,192
NU-103022,4,534,269
NU-103022,5,556,309
NU-103022,6,298,230
NU-103022,7,522,283
NU-103022,8,253,214
NU-103022,9,175,110
NU-103022,10,299,257
NU-103022,11,579,254
NU-103022,12,421,247
NU-103022,13,365,218
NU-103022,14,616,283
NU-103022,15,217,180
NU-103022,16,390,204
NU-101991,1,448,244
NU-101991,2,356,203
NU-101991,3,455,228
NU-101991,4,569,295
NU-101991,5,451,267
NU-101991,6,329,232
NU-101991,7,404,247
NU-101991,8,181,132
NU-101991,9,161,92
NU-101991,10,463,289
NU-101991,11,445,257
NU-101991,12,375,245
NU-101991,13,584,290
NU-101991,14,424,264
NU-101991,15,321,252
NU-101991,16,332,249
NU-103004,1,484,255
NU-103004,2,645,339
NU-103004,3,837,336
NU-103004,4,376,293
NU-103004,5,521,313
NU-103004,6,367,328
NU-103004,7,484,291
NU-103004,8,497,260
NU-103004,9,215,124
NU-103004,10,647,340
NU-103004,11,697,369
NU-103004,12,615,339
NU-103004,13,569,319
NU-103004,14,518,313
NU-103004,15,646,314
NU-103004,16,421,283
NU-108403,1,303,184
NU-108403,2,199,140
NU-108403,3,269,133
NU-108403,4,333,229
NU-108403,5,422,218
NU-108403,6,344,212
NU-108403,7,283,183
NU-108403,8,155,118
NU-108403,9,35,25
NU-108403,10,124,85
NU-108403,11,275,173
NU-108403,12,244,167
NU-108403,13,162,93
NU-108403,14,336,147
NU-108403,15,305,204
NU-108403,16,472,249
NU-102224,1,467,286
NU-102224,2,286,165
NU-102224,3,456,267
NU-102224,4,356,230
NU-102224,5,544,271
NU-102224,6,427,247
NU-102224,7,477,255
NU-102224,8,444,236
NU-102224,9,235,135
NU-102224,10,430,254
NU-102224,11,360,249
NU-102224,12,466,262
NU-102224,13,244,242
NU-102224,14,385,284
NU-102224,15,344,199
NU-102224,16,326,297
NU-101111,1,414,240
NU-101111,2,398,249
NU-101111,3,427,218
NU-101111,4,427,270
NU-101111,5,647,286
NU-101111,6,386,221
NU-101111,7,235,278
NU-101111,8,295,262
NU-101111,9,150,87
NU-101111,10,179,170
NU-101111,11,367,277
NU-101111,12,253,182
NU-101111,13,165,165
NU-101111,14,458,232
NU-101111,15,355,211
NU-101111,16,333,204
NU-104535,1,436,221
NU-104535,2,353,230
NU-104535,3,457,275
NU-104535,4,309,264
NU-104535,5,270,213
NU-104535,6,337,191
NU-104535,7,306,243
NU-104535,8,644,311
NU-104535,9,176,107
NU-104535,10,321,186
NU-104535,11,384,253
NU-104535,12,438,238
NU-104535,13,314,249
NU-104535,14,313,191
NU-104535,15,400,283
NU-104535,16,477,308
NU-102016,1,543,293
NU-102016,2,383,261
NU-102016,3,374,264
NU-102016,4,514,289
NU-102016,5,404,303
NU-102016,6,396,293
NU-102016,7,447,274
NU-102016,8,406,343
NU-102016,9,237,131
NU-102016,10,449,267
NU-102016,11,397,325
NU-102016,12,470,307
NU-102016,13,319,225
NU-102016,14,430,232
NU-102016,15,539,302
NU-102016,16,499,294
NU-108989,1,493,225
NU-108989,2,347,192
NU-108989,3,358,243
NU-108989,4,371,258
NU-108989,5,261,191
NU-108989,6,199,116
NU-108989,7,290,202
NU-108989,8,304,216
NU-108989,9,176,104
NU-108989,10,225,196
NU-108989,11,348,231
NU-108989,12,370,249
NU-108989,13,248,185
NU-108989,14,355,192
NU-108989,15,317,186
NU-108989,16,262,211
NU-104491,1,493,234
NU-104491,2,552,305
NU-104491,3,480,346
NU-104491,4,370,274
NU-104491,5,424,291
NU-104491,6,439,285
NU-104491,7,488,328
NU-104491,8,399,286
NU-104491,9,235,145
NU-104491,10,452,271
NU-104491,11,831,375
NU-104491,12,285,200
NU-104491,13,582,293
NU-104491,14,341,258
NU-104491,15,422,255
NU-104491,16,501,282
NU-105896,1,166,111
NU-105896,2,169,88
NU-105896,3,365,182
NU-105896,4,163,130
NU-105896,5,380,172
NU-105896,6,263,137
NU-105896,7,239,135
NU-105896,8,331,191
NU-105896,9,57,34
NU-105896,10,288,177
NU-105896,11,115,117
NU-105896,12,227,102
NU-105896,13,243,148
NU-105896,14,85,92
NU-105896,15,89,71
NU-105896,16,271,182
NU-104310,1,358,166
NU-104310,2,256,171
NU-104310,3,284,166
NU-104310,4,284,182
NU-104310,5,242,169
NU-104310,6,274,166
NU-104310,7,278,217
NU-104310,8,212,167
NU-104310,9,92,58
NU-104310,10,171,125
NU-104310,11,292,213
NU-104310,12,268,152
NU-104310,13,249,137
NU-104310,14,229,147
NU-104310,15,157,184
NU-104310,16,218,159
NU-105029,1,472,319
NU-105029,2,506,295
NU-105029,3,268,210
NU-105029,4,487,239
NU-105029,5,352,247
NU-105029,6,494,299
NU-105029,7,453,252
NU-105029,8,301,200
NU-105029,9,140,113
NU-105029,10,641,270
NU-105029,11,378,196
NU-105029,12,390,291
NU-105029,13,469,287
NU-105029,14,628,330
NU-105029,15,200,224
NU-105029,16,306,237
NU-108138,1,470,242
NU-108138,2,424,285
NU-108138,3,468,297
NU-108138,4,373,246
NU-108138,5,431,257
NU-108138,6,435,278
NU-108138,7,386,233
NU-108138,8,638,325
NU-108138,9,178,95
NU-108138,10,456,273
NU-108138,11,335,307
NU-108138,12,475,256
NU-108138,13,405,284
NU-108138,14,495,303
NU-108138,15,553,329
NU-108138,16,354,199
NU-100263,1,209,116
NU-100263,2,191,106
NU-100263,3,214,167
NU-100263,4,474,281
NU-100263,5,185,161
NU-100263,6,321,158
NU-100263,7,303,169
NU-100263,8,299,188
NU-100263,9,153,87
NU-100263,10,340,232
NU-100263,11,336,170
NU-100263,12,347,155
NU-100263,13,125,91
NU-100263,14,268,179
NU-100263,15,275,182
NU-100263,16,296,196
NU-105217,1,409,345
NU-105217,2,548,272
NU-105217,3,633,323
NU-105217,4,316,206
NU-105217,5,526,253
NU-105217,6,314,283
NU-105217,7,485,311
NU-105217,8,528,348
NU-105217,9,126,97
NU-105217,10,551,316
NU-105217,11,382,284
NU-105217,12,537,325
NU-105217,13,233,280
NU-105217,14,527,324
NU-105217,15,664,384
NU-105217,16,261,270
NU-100815,1,301,196
NU-100815,2,264,218
NU-100815,3,529,291
NU-100815,4,490,286
NU-100815,5,374,230
NU-100815,6,502,286
NU-100815,7,406,288
NU-100815,8,461,260
NU-100815,9,133,70
NU-100815,10,375,285
NU-100815,11,305,241
NU-100815,12,400,315
NU-100815,13,401,241
NU-100815,14,267,232
NU-100815,15,395,262
NU-100815,16,504,318
NU-100683,1,261,146
NU-100683,2,338,198
NU-100683,3,195,120
NU-100683,4,194,99
NU-100683,5,318,171
NU-100683,6,245,155
NU-100683,7,200,134
NU-100683,8,364,203
NU-100683,9,139,69
NU-100683,10,243,126
NU-100683,11,304,227
NU-100683,12,345,161
NU-100683,13,299,198
NU-100683,14,309,175
NU-100683,15,115,78
NU-100683,16,258,190
NU-102986,1,306,215
NU-102986,2,265,203
NU-102986,3,395,172
NU-102986,4,212,109
NU-102986,5,310,189
NU-102986,6,335,159
NU-102986,7,321,211
NU-102986,8,227,169
NU-102986,9,171,90
NU-102986,10,215,115
NU-102986,11,173,150
NU-102986,12,440,232
NU-102986,13,298,198
NU-102986,14,420,271
NU-102986,15,349,172
NU-102986,16,196,124
NU-106050,1,399,213
NU-106050,2,358,204
NU-106050,3,403,206
NU-106050,4,582,345
NU-106050,5,210,97
NU-106050,6,191,155
NU-106050,7,426,246
NU-106050,8,319,198
NU-106050,9,142,80
NU-106050,10,262,221
NU-106050,11,237,183
NU-106050,12,328,195
NU-106050,13,393,173
NU-106050,14,299,211
NU-106050,15,316,229
NU-106050,16,234,160
NU-100166,1,218,142
NU-100166,2,447,230
NU-100166,3,267,137
NU-100166,4,154,88
NU-100166,5,171,101
NU-100166,6,223,128
NU-100166,7,174,145
NU-100166,8,160,128
NU-100166,9,102,53
NU-100166,10,279,147
NU-100166,11,206,152
NU-100166,12,222,149
NU-100166,13,359,208
NU-100166,14,252,155
NU-100166,15,183,113
NU-100166,16,261,187
NU-106164,1,315,151
NU-106164,2,287,184
NU-106164,3,304,204
NU-106164,4,351,212
NU-106164,5,466,244
NU-106164,6,411,312
NU-106164,7,322,237
NU-106164,8,338,194
NU-106164,9,158,94
NU-106164,10,314,168
NU-106164,11,424,268
NU-106164,12,418,205
NU-106164,13,392,217
NU-106164,14,401,222
NU-106164,15,512,307
NU-106164,16,290,197
NU-104271,1,524,285
NU-104271,2,347,231
NU-104271,3,371,223
NU-104271,4,490,315
NU-104271,5,261,246
NU-104271,6,441,240
NU-104271,7,534,285
NU-104271,8,217,223
NU-104271,9,156,106
NU-104271,10,409,301
NU-104271,11,403,223
NU-104271,12,367,212
NU-104271,13,406,274
NU-104271,14,352,257
NU-104271,15,195,176
NU-104271,16,462,274
NU-103520,1,228,157
NU-103520,2,287,165
NU-103520,3,271,168
NU-103520,4,469,259
NU-103520,5,378,250
NU-103520,6,228,193
NU-103520,7,237,161
NU-103520,8,374,214
NU-103520,9,147,104
NU-103520,10,467,223
NU-103520,11,192,119
NU-103520,12,265,178
NU-103520,13,270,175
NU-103520,14,393,255
NU-103520,15,252,190
NU-103520,16,301,170
NU-101701,1,271,270
NU-101701,2,311,196
NU-101701,3,385,235
NU-101701,4,451,227
NU-101701,5,349,252
NU-101701,6,218,221
NU-101701,7,406,307
NU-101701,8,426,221
NU-101701,9,202,127
NU-101701,10,360,273
NU-101701,11,454,226
NU-101701,12,275,186
NU-101701,13,367,226
NU-101701,14,262,260
NU-101701,15,336,322
NU-101701,16,323,286
NU-103039,1,509,258
NU-103039,2,395,272
NU-103039,3,253,208
NU-103039,4,413,251
NU-103039,5,396,260
NU-103039,6,332,253
NU-103039,7,302,212
NU-103039,8,622,285
NU-103039,9,159,117
NU-103039,10,266,241
NU-103039,11,393,225
NU-103039,12,358,185
NU-103039,13,424,284
NU-103039,14,388,217
NU-103039,15,603,242
NU-103039,16,477,247
NU-106977,1,379,201
NU-106977,2,365,265
NU-106977,3,280,154
NU-106977,4,351,293
NU-106977,5,394,187
NU-106977,6,344,234
NU-106977,7,334,174
NU-106977,8,160,116
NU-106977,9,144,85
NU-106977,10,174,110
NU-106977,11,281,163
NU-106977,12,302,225
NU-106977,13,290,230
NU-106977,14,277,192
NU-106977,15,415,197
NU-106977,16,291,218
NU-105466,1,62,54
NU-105466,2,135,152
NU-105466,3,97,51
NU-105466,4,269,169
NU-105466,5,170,92
NU-105466,6,120,81
NU-105466,7,59,40
NU-105466,8,95,57
NU-105466,9,96,58
NU-105466,10,96,44
NU-105466,11,15,10
NU-105466,12,89,70
NU-105466,13,44,42
NU-105466,14,83,68
NU-105466,15,243,116
NU-105466,16,106,68
NU-100905,1,429,217
NU-100905,2,332,179
NU-100905,3,359,220
NU-100905,4,255,153
NU-100905,5,243,173
NU-100905,6,225,169
NU-100905,7,309,154
NU-100905,8,347,209
NU-100905,9,111,60
NU-100905,10,350,183
NU-100905,11,217,194
NU-100905,12,383,157
NU-100905,13,339,138
NU-100905,14,291,196
NU-100905,15,236,195
NU-100905,16,313,203
NU-100719,1,285,177
NU-100719,2,244,186
NU-100719,3,345,191
NU-100719,4,327,183
NU-100719,5,240,181
NU-100719,6,324,222
NU-100719,7,250,148
NU-100719,8,271,155
NU-100719,9,118,74
NU-100719,10,247,192
NU-100719,11,357,177
NU-100719,12,471,216
NU-100719,13,272,158
NU-100719,14,466,218
NU-100719,15,424,198
NU-100719,16,341,201
NU-106711,1,128,75
NU-106711,2,0,0
NU-106711,3,82,40
NU-106711,4,41,30
NU-106711,5,80,54
NU-106711,6,68,42
NU-106711,7,154,89
NU-106711,8,0,0
NU-106711,9,11,8
NU-106711,10,137,113
NU-106711,11,269,155
NU-106711,12,57,38
NU-106711,13,168,109
NU-106711,14,33,21
NU-106711,15,131,92
NU-106711,16,0,0
NU-108976,1,214,153
NU-108976,2,269,231
NU-108976,3,273,191
NU-108976,4,222,169
NU-108976,5,571,303
NU-108976,6,366,201
NU-108976,7,404,254
NU-108976,8,239,145
NU-108976,9,94,55
NU-108976,10,225,143
NU-108976,11,308,205
NU-108976,12,279,204
NU-108976,13,300,190
NU-108976,14,381,259
NU-108976,15,379,184
NU-108976,16,268,155
NU-105598,1,247,139
NU-105598,2,316,174
NU-105598,3,355,222
NU-105598,4,447,266
NU-105598,5,347,259
NU-105598,6,412,223
NU-105598,7,354,214
NU-105598,8,361,285
NU-105598,9,218,114
NU-105598,10,310,195
NU-105598,11,345,165
NU-105598,12,357,225
NU-105598,13,402,205
NU-105598,14,139,84
NU-105598,15,542,252
NU-105598,16,322,190
NU-106558,1,235,204
NU-106558,2,251,165
NU-106558,3,199,200
NU-106558,4,400,279
NU-106558,5,371,258
NU-106558,6,321,237
NU-106558,7,338,266
NU-106558,8,440,243
NU-106558,9,160,104
NU-106558,10,403,217
NU-106558,11,336,221
NU-106558,12,412,202
NU-106558,13,255,177
NU-106558,14,488,246
NU-106558,15,364,214
NU-106558,16,306,232
NU-109458,1,265,203
NU-109458,2,461,211
NU-109458,3,285,222
NU-109458,4,415,235
NU-109458,5,459,210
NU-109458,6,272,174
NU-109458,7,109,179
NU-109458,8,204,246
NU-109458,9,112,97
NU-109458,10,202,149
NU-109458,11,232,163
NU-109458,12,420,227
NU-109458,13,279,251
NU-109458,14,313,249
NU-109458,15,341,216
NU-109458,16,235,181
NU-102916,1,276,167
NU-102916,2,143,71
NU-102916,3,334,167
NU-102916,4,198,174
NU-102916,5,293,163
NU-102916,6,196,121
NU-102916,7,150,113
NU-102916,8,190,106
NU-102916,9,127,85
NU-102916,10,270,217
NU-102916,11,211,144
NU-102916,12,152,108
NU-102916,13,149,125
NU-102916,14,161,128
NU-102916,15,344,162
NU-102916,16,166,111
NU-108933,1,59,30
NU-108933,2,162,92
NU-108933,3,162,95
NU-108933,4,165,160
NU-108933,5,166,115
NU-108933,6,111,82
NU-108933,7,279,148
NU-108933,8,216,137
NU-108933,9,27,35
NU-108933,10,243,184
NU-108933,11,184,108
NU-108933,12,198,153
NU-108933,13,122,88
NU-108933,14,202,136
NU-108933,15,289,156
NU-108933,16,272,131
NU-109307,1,328,263
NU-109307,2,638,277
NU-109307,3,257,247
NU-109307,4,326,204
NU-109307,5,423,235
NU-109307,6,258,263
NU-109307,7,416,234
NU-109307,8,232,183
NU-109307,9,150,85
NU-109307,10,300,262
NU-109307,11,450,229
NU-109307,12,509,301
NU-109307,13,333,252
NU-109307,14,355,248
NU-109307,15,370,227
NU-109307,16,321,215
NU-108749,1,358,158
NU-108749,2,332,204
NU-108749,3,384,178
NU-108749,4,295,197
NU-108749,5,274,191
NU-108749,6,321,200
NU-108749,7,177,166
NU-108749,8,253,129
NU-108749,9,107,89
NU-108749,10,399,211
NU-108749,11,373,217
NU-108749,12,333,216
NU-108749,13,249,159
NU-108749,14,256,137
NU-108749,15,224,179
NU-108749,16,373,252
NU-104993,1,454,326
